Year,Month,Country,Institute,Longitude,Latitude,Journal,Title,Species,Functional group,Category
2017,March,Canada,Vancouver Aquarium,-123.1309,49.3008,Analytical Methods,"A novel, density-independent and FTIR-compatible approach for the rapid extraction of microplastics from aquatic sediments",none,Chemical,Chemical
2017,March,United States of America,Woods Hole Oceanographic Institution,-70.6731,41.5265,Analytical Methods,"An approach for extraction, characterization and quantitation of microplastic in natural marine snow using Raman microscopy",none,Chemical,Chemical
2018,June,United Kingdom,Heriot Watt University,-3.3203,55.9097,Environmental Pollution,Low levels of microplastics (MP) in wild mussels indicate that MP ingestion by humans is minimal compared to exposure via household fibres fallout during a meal,Multiple,Multiple Animals,Organism
2017,April,Brazil,Paraiba State University,-35.9174,-7.2088,Marine Pollution Bulletin,Widespread microplastic ingestion by fish assemblages in tropical estuaries subjected to anthropogenic pressures,Multiple,Multiple Animals,Organism
2017,April,Spain,Spanish Institute of Oceanography,-3.7038,40.4168,Environmental Pollution,"Evidence of microplastic ingestion in the shark Galeus melastomus Rafinesque, 1810 in the continental shelf off the western Mediterranean Sea",,Small vert,Organism
2017,April,Italy,University of Florence,11.2598,43.7776,Marine Pollution Bulletin,"Plastic litter in aquatic Environments of Maremma Regional Park (Tyrrhenian Sea, Italy): Contribution by the Ombrone river and levels in marine sediments",none,Sediment,Environment
2017,April,Germany,University of Koblenz and Landau,8.2596,50.0034,Environmental Science and Pollution Research,A concept for the removal of microplastics from the marineEnvironment with innovative host-guest relationships,none,Chemical,Chemical
2017,April,Germany,University of Konstanz,9.1869,47.6894,Environmental Science and Technology,Rapid and Efficient Method for the Detection of Microplastic in the Gastrointestinal Tract of Fishes,none,Chemical,Chemical
2017,April,Netherlands,Vrije Universiteit Amsterdam,4.8657,52.3338,Environmental International,"Microplastics en route: Field measurements in the Dutch river delta and Amsterdam canals, wastewater treatment plants, North Sea sediments and biota",none,Sediment,Environment
2017,May,Turkey,Cukurova University,35.3554,37.0597,Marine Pollution Bulletin,Micro- and mesoplastics in Northeast Levantine coast of Turkey: The preliminary results from surface samples,none,Water,Environment
2017,May,Canada,Dalhousie University,-63.5197,44.6366,Marine Pollution Bulletin,International policies to reduce plastic marine pollution from single-use plastics (plastic bags and microbeads): A review,none,Review,Review
2017,May,China,Guangdong University of Technology,113.2989,23.0956,Integrated Environmental Assessment and Management,"Current understanding of microplastics in the Environment: Occurrence, fate, risks, and what we should do",none,Review,Review
2017,May,South Korea,Korea University,127.0278,37.5908,Integrated Environmental Assessment and Management,Microplastics as a vector of hydrophobic contaminants: Importance of hydrophobic additives,none,Chemical,Chemical
2017,May,Netherlands,Leiden University,4.4852,52.1571,Integrated Environmental Assessment and Management,Determining global distribution of microplastics by combining citizen science and in-depth case studies,none,Review,Review
2017,May,South Africa,North West University,27.09306,-26.6933,Integrated Environmental Assessment and Management,Marine and freshwater microplastic research in South Africa,none,Review,Review
2017,May,Switzerland,Open University,-0.7107,52.0246,Integrated Environmental Assessment and Management,Impacts of changing ocean circulation on the distribution of marine microplastic litter,none,Model,Environment
2017,May,United Kingdom,Open University,-0.7107,52.0246,Marine Pollution Bulletin,Degradation of common polymer ropes in a sublittoral marineEnvironment,none,Water,Environment
2018,November,Australia,Australian Institute of Marine Science,147.0667,-19.2833,Scientific Reports,"Classification of marine microdebris: A review and case study on fish from the Great Barrier Reef, Australia",,Review,Review
2017,May,Russia,Russian Academy of Sciences,37.5778,55.7108,Environmental Pollution,Microplastics in sea coastal zone: Lessons learned from the Baltic amber,none,Sediment,Environment
2017,May,Denmark,Technical University of Denmark,12.5214,55.7856,Environmental Pollution,From macro- to microplastics - Analysis of EU regulation along the life cycle of plastic bags,none,Review,Review
2017,May,Denmark,Technical University of Denmark,12.5214,55.7856,Integrated Environmental Assessment and Management,"Microplastics as vectors for Environmental contaminants: Exploring sorption, desorption, and transfer to biota",none,Chemical,Chemical
2017,May,Chile,Universidad Catolica del Norte,-70.41,-23.681,Science of the Total Environment,Amberstripe scad Decapterus muroadsi (Carangidae) fish ingest blue microplastics resembling their copepod prey along the coast of Rapa Nui (Easter Island) in the South Pacific subtropical gyre,,Small vert,Organism
2017,May,Chile,Universidad de Concepion,-73.0342,-36.8295,Journal of Molluscan Studies,Polyethylene microbeads induce transcriptional responses with tissue-dependent patterns in the mussel Mytilus galloprovincialis,,Invert,Organism
2017,May,Portugal,Universidade de Aveiro,-8.6575,40.6303,Science of the Total Environment,Biodegradation of polyethylene microplastics by the marinefungus Zalerion maritimum,,Fungus,Organism
2017,May,Brazil,Universidade de Sao Paulo,-46.7308,-23.5614,Environmental International,Quantifying microplastic pollution on sandy beaches: the conundrum of large sample variability and spatial heterogeneity,none,Sediment,Environment
2017,May,Malaysia,Universiti Malaya,101.6544,3.1201,Environmental International,"Distribution and importance of microplastics in the marineEnvironment: A review of the sources, fate, effects, and potential solutions",none,Review,Review
2017,May,United Kingdom,University of Exeter,-3.5351,50.7371,Nature Ecology and Evolution,Interactions of microplastic debris throughout the marineecosystem,none,Chemical,Chemical
2017,May,United States of America,University of Rhode Island,-71.5309,41.4861,Integrated Environmental Assessment and Management,Microplastics are not important for the cycling and bioaccumulation of organic pollutants in the oceans but should microplastics be considered POPs themselves?,none,Review,Review
2017,May,Austria,Vienna University of Technology,16.3685,48.1987,Applied Spectroscopy,On the Identification of Rayon/Viscose as a Major Fraction of Microplastics in the Marine Environment: Discrimination between Natural and Manmade Cellulosic Fibers Using Fourier Transform Infrared Spectroscopy,none,Chemical,Chemical
2017,June,Italy,Bioscience Research Center,11.1701,42.565,Marine Pollution Bulletin,Plastic litter in sediments from the coasts of south Tuscany (Tyrrhenian Sea),none,Sediment,Environment
2017,June,China,East China Normal University,121.4068,31.2277,Environmental Pollution,"Microplastics in sediments of the Changjiang Estuary, China",none,Sediment,Environment
2017,June,France,The Institut français de recherche pour l'exploitation de la mer ,-4.5588,48.3592,Environmental Pollution,"Influence of Environmental and anthropogenic factors on the composition, concentration and spatial distribution of microplastics: A case study of the Bay of Brest (Brittany, France)",none,Water,Environment
2017,June,United States of America,North Carolina State University,-78.6821,35.7847,Marine Pollution Bulletin,The plastic in microplastics: A review,none,Review,Review
2017,June,Brazil,Universidade Federal do Rio Grande,-52.1682,-32.0745,Marine Pollution Bulletin,Distribution pattern of anthropogenic marine debris along the gastrointestinal tract of green turtles (Chelonia mydas) as implications for rehabilitation,,Large vert,Organism
2017,June,United Kingdom,University of Exeter,-3.5351,50.7371,Current Biology,Marine microplastics,none,Review,Review
2017,May,United States of America,Ramboll Environment US Corporation,-118.2513,34.0528,Integrated Environmental Assessment and Management,Microplastics in the context of regulation of commercial shellfish aquaculture operations,,Policy,Policy
2017,July,Belgium,Ghent University,3.7279,51.0466,Vlaams Diergeneeskundig Tijdschrift,Microplastics: minuscule particles with big consequences?,none,Review,Review
2017,July,Australia,James Cook University,146.7565,-19.3277,Ecotoxicology and Environmental Safety,"Toxic effects of polyethylene terephthalate microparticles and Di(2-ethylhexyl)phthalate on the calanoid copepod, Parvocalanus crassirostris",,Zooplank,Organism
2017,July,Italy,Marche Polytechnic University,13.514,43.6174,Marine Environmental Research,Plastics and microplastics in the oceans: From emerging pollutants to emerged threat,none,Review,Review
2018,November,China,Chinese Academy of Sciences,116.3833,39.916666,Environmental Pollution,Microplastics in seawater and zooplankton from the Yellow Sea,Multiple,Multiple Animals,Organism
2017,July,Germany,Senckenberg Biodiversitat & Klima,8.6821,50.1109,Sustainability,More Than a Potential Hazard-Approaching Risks from a Social-Ecological Perspective,none,Review,Review
2017,July,Sweden,Stockholm University,18.0578,59.3622,Marine Pollution Bulletin,"Abundance and composition of near surface microplastics and plastic debris in the Stockholm Archipelago, Baltic Sea",none,Water,Environment
2017,July,Tunisia,Universite de Carthage,10.3344,36.8705,Water Air and Soil Pollution,The First Evaluation of Microplastics in Sediments from the Complex Lagoon-Channel of Bizerte (Northern Tunisia),none,Sediment,Environment
2017,July,Malaysia,Universiti Putra Malaysia,101.7159,2.9932,Scientific Reports,Microplastics in eviscerated flesh and excised organs of dried fish,Multiple,Multiple Animals,Organism
2017,July,Germany,University of Bayreuth,11.5858,49.9288,Global Challenges,Fate of So-Called Biodegradable Polymers in Seawater and Freshwater,none,Water,Environment
2017,July,Netherlands,Wageningen University,5.6658,51.9846,Environmental Science and Technology,Ups and Downs in the Ocean: Effects of Biofouling on Vertical Transport of Microplastics,none,Water,Environment
2017,August,Japan,Kyushu University,130.425,33.6267,Marine Pollution Bulletin,Fate of microplastics and mesoplastics carried by surface currents and wind waves: A numerical model approach in the Sea of Japan,none,Model,Environment
2017,August,Italy,Marche Polytechnic University,13.514,43.6174,Environmental Pollution,Microplastics pollution after the removal of the Costa Concordia wreck: First evidences from a biomonitoring case study,Multiple,Multiple Animals,Organism
2017,August,United States of America,Monterey Bay Aquarium Research Institute,-121.7882,36.8022,Science Advances,From the surface to the seafloor: How giant larvaceans transport microplastics into the deep sea,,Invert,Organism
2017,August,Brazil,Universidade de Sao Paulo,-46.7308,-23.5614,Marine Pollution Bulletin,Trophic transference of microplastics under a low exposure scenario: Insights on the likelihood of particle cascading along marine food-webs,,Invert,Organism
2017,August,Portugal,Universidade dos Acores,-25.6638,37.7461,Marine Pollution Bulletin,Plastic ingestion in oceanic-stage loggerhead sea turtles (Caretta caretta) off the North Atlantic subtropical gyre,,Large vert,Organism
2017,August,France,Universite de Toulouse,1.4514,43.5949,Environmental Pollution,To what extent are microplastics from the open ocean weathered?,none,Water,Environment
2017,August,United Kingdom,University of Plymouth,-4.1395,50.3762,Environmental Pollution,"Cadmium, lead and bromine in beached microplastics",none,Chemical,Chemical
2017,August,Australia,University of Tasmania,147.15,-42,Marine Pollution Bulletin,Ubiquity of microplastics in coastal seafloor sediments,none,Sediment,Environment
2017,September,France,Anses,26.26889,48.80583,Chemosphere,Occurrence and effects of plastic additives on marine Environments and organisms: A review,none,Review,Review
2017,September,India,Central University Himachal Pradesh,76.1566,32.2245,Environmental Science and Pollution Research,"Microplastic pollution, a threat to marine ecosystem and human health: a short review",Multiple,Review,Review
2017,September,Japan,Ehime University,133,33.8503,Marine Pollution Bulletin,An estimation of the average residence times and onshore-offshore diffusivities of beached microplastics based on the population decay of tagged meso- and macrolitter,none,Sediment,Environment
2017,September,France,The Institut français de recherche pour l'exploitation de la mer ,-4.5588,48.3592,Environmental Pollution,Interactions between polystyrene microplastics and marine phytoplankton lead to species-specific hetero-aggregation,,Phytoplank,Organism
2017,September,Ireland,National University of Ireland Galway,-9.0615,53.277,Scientific Reports,The Deposition and Accumulation of Microplastics in MarineSediments and Bottom Water from the Irish Continental Shelf,none,Sediment,Environment
2017,September,Norway,Norwegian Institute for Water Research,5.3221,60.3913,Marine Environmental Research,Blue mussels (Mytilus edulis spp.) as sentinel organisms in coastal pollution monitoring: A review,,Review,Review
2017,September,Portugal,Universidade do Algarve,-7.9722,37.044,Marine Pollution Bulletin,Microplastics effects in Scrobicularia plana,,Invert,Organism
2017,September,Italy,University of Ferrara,11.6263,44.8334,Waste Management,"Plastic debris in the Mediterranean Sea: Types, occurrence and distribution along Adriatic shorelines",none,Sediment,Environment
2017,September,Sweden,University of Gothenburg,11.9719,57.6982,Marine Pollution Bulletin,"Screening for microplastics in sediment, water, marineinvertebrates and fish: Method development and microplastic accumulation",Multiple,Multiple Animals,Organism
2017,September,Iran,University of Hormozgan,56.4385,27.2694,Environmental Science and Pollution Research,"The occurrence of microplastic contamination in littoral sediments of the Persian Gulf, Iran",none,Sediment,Environment
2017,September,Spain,University of Murcia,-1.1694,38.0188,Fish and Shellfish Immunology,"Effects of dietary polyvinylchloride microparticles on general health, immune status and expression of several genes related to stress in gilthead seabream (Sparus aurata L.)",,Small vert,Organism
2017,September,Italy,University of Siena,11.333,43.3192,Comparative Biochemistry and Physiology C- Toxicology and Pharmacology,Are whale sharks exposed to persistent organic pollutants and plastic pollution in the Gulf of California (Mexico)? First ecotoxicological investigation using skin biopsies,,Large vert,Organism
2017,September,Netherlands,Vrije Universiteit Amsterdam,4.8657,52.3338,Marine Environmental Research,The adverse effects of virgin microplastics on the fertilization and larval development of sea urchins,,Invert,Organism
2017,September,Netherlands,Wageningen University,5.6658,51.9846,Marine Pollution Bulletin,Detection of low numbers of microplastics in North Sea fish using strict quality assurance criteria,Multiple,Multiple Animals,Organism
2017,October,Germany,Alfred Wegener Institute,13.3937,52.5179,Environmental Science and Technology,High Quantities of Microplastic in Arctic Deep-Sea Sediments from the HAUSGARTEN Observatory,none,Sediment,Environment
2017,October,China,Chinese Research Academy of Environmental Sciences,116.4074,39.9042,Marine Pollution Bulletin,Microplastics releasing from personal care and cosmetic products in China,none,Chemical,Chemical
2017,October,China,Education University of Hong Kong,114.193,22.4671,Water Research,Characterisation of plastic microbeads in facial scrubs and their estimated emissions in Mainland China,none,Chemical,Chemical
2017,October,Australia,James Cook University,146.7565,-19.3277,Marine Pollution Bulletin,Recovering microplastics from marine samples: A review of current practices,none,Review,Review
2017,October,Saudi Arabia,King Abdullah University of Science and Technology,39.1047,22.3095,Marine Pollution Bulletin,Baseline evaluation of sediment contamination in the shallow coastal areas of Saudi Arabian Red Sea,none,Sediment,Environment
2017,October,Netherlands,Leiden University,4.4852,52.1571,Marine Pollution Bulletin,A large-scale investigation of microplastic contamination: Abundance and characteristics of microplastics in European beach sediment,none,Sediment,Environment
2017,October,Malaysia,Universiti Putra Malaysia,101.7159,2.9932,Chemosphere,Gaps in aquatic toxicological studies of microplastics,none,Review,Review
2017,October,Belgium,University of Liege,5.5591,50.5831,Environmental Pollution,"Microplastics in livers of European anchovies (Engraulis encrasicolus, L.)",,Small vert,Organism
2013,November,United States of America,University of California Davis,-121.7617,38.5382,Scientific Reports,Ingested plastic transfers hazardous chemicals to fish and induces hepatic stress,,Small vert,Organism
2017,November,Italy,Consiglio Nazionale delle Ricerche,12.48333,41.9,Ecotoxicology and Environmental Safety,Effects of polystyrene microbeads in marine planktonic crustaceans,Multiple,Multiple Animals,Organism
2017,November,Iran,Isfahan University Medical Science,51.6617,32.6129,Jundishapur Journal of Natural Pharmaceutical Products,Identification and Quantification of Phthalate Pollution in Holothuria atra: A Sea Cucumber from the Persian Gulf (Iran),,Invert,Organism
2017,November,South Korea,Konkuk University,127.0793,37.5408,Marine Pollution Bulletin,Effects of micro- and nanoplastics on aquatic ecosystems: Current research trends and perspectives,none,Review,Review
2017,November,Germany,Leibniz Institut fur Gewasserokologie und Binnenfischerei,13.6487,52.4486,Environmental Microbiology,Microplastics alter composition of fungal communities in aquatic ecosystems,,Fungus,Organism
2017,November,United States of America,Louisiana State University,-91.18,30.4133,Environmental Pollution,Abundant plankton-sized microplastic particles in shelf waters of the northern Gulf of Mexico,none,Water,Environment
2017,November,United Kingdom,Plymouth Marine Lab,-4.1478,50.3661,Environmental Pollution,"A small-scale, portable method for extracting microplastics from marine sediments",none,Sediment,Environment
2017,November,Qatar,Qatar University,51.4912,25.3773,Marine Pollution Bulletin,Microplastics in coastal Environments of the Arabian Gulf,none,Multiple Environments,Environment
2017,November,Russia,Russian Academy of Sciences,37.5778,55.7108,Limnology and Oceanography,Evaluation of the Munich Plastic Sediment Separator efficiency in extraction of microplastics from natural marine bottom sediments,none,Sediment,Environment
2017,November,Spain,Spanish Institute of Oceanography,-3.7038,40.4168,Environmental Research,"Microplastic ingestion by Mullus surmuletus Linnaeus, 1758 fish and its potential for causing oxidative stress",,Small vert,Organism
2017,November,South Korea,Sungkyunkwan University,126.9936,37.5822,Marine Pollution Bulletin,Cross-reactivities of mammalian MAPKs antibodies in rotifer and copepod: Application in mechanistic studies in aquatic ecotoxicology,none,Chemical,Chemical
2017,November,Brazil,Universidade de Sao Paulo,-46.7308,-23.5614,Science of the Total Environment,Synthetic fibers as microplastics in the marine Environment: A review from textile perspective with a focus on domestic washings,none,Review,Review
2017,November,Italy,University of Ferrara,11.6263,44.8334,Marine Pollution Bulletin,"Small plastic debris in sediments from the Central Adriatic Sea: Types, occurrence and distribution",none,Sediment,Environment
2017,November,United Kingdom,University of Hull,-0.3677,53.7732,Science of the Total Environment,Microplastics in the Antarctic marine system: An emerging area of research,none,Sediment,Environment
2017,November,United States of America,University of North Carolina,-79.0469,35.9049,Environmental Toxicology and Chemistry,Size- and shape-dependent effects of microplastic particles on adult daggerblade grass shrimp (Palaemonetes pugio),,Invert,Organism
2017,November,United Kingdom,University of Plymouth,-4.1395,50.3762,Marine Pollution Bulletin,In situ elemental characterisation of marine microplastics by portable XRF,none,Chemical,Chemical
2017,November,Netherlands,Vrije Universiteit Amsterdam,4.8657,52.3338,Chemosphere,Bioaccumulation of PCBs from microplastics in Norway lobster (Nephrops norvegicus): An experimental study,,Invert,Organism
2017,December,China,Chinese Academy of Sciences,116.3833,39.916666,Estuarine Coastal and Shelf Science,Transport of microplastics in coastal seas,none,Water,Environment
2017,December,South Korea,Korea Institute of Ocean Science and Technology,127.363,36.372,Environmental Pollution,"Widespread detection of a brominated flame retardant, hexabromocyclododecane, in expanded polystyrene marinedebris and microplastics from South Korea and the Asia-Pacific coastal region",none,Chemical,Chemical
2017,December,Germany,Leibniz Institut Baltic Sea,12.0814,54.1799,Environmental Research,Effects of biofouling on the sinking behavior of microplastics,,Invert,Organism
2017,December,Germany,Leibniz Institut Baltic Sea,12.0814,54.1799,Marine Pollution Bulletin,Fate and stability of polyamide-associated bacterial assemblages after their passage through the digestive tract of the blue mussel Mytilus edulis,,Invert,Organism
2017,December,China,Ocean University of China,120.3353,36.0613,Environmental Pollution,"Microplastic pollution in the surface waters of the Bohai Sea, China",none,Water,Environment
2017,December,Russia,Russian Academy of Sciences,37.5778,55.7108,Science of the Total Environment,"Anthropogenic fibres in the Baltic Sea water column: Field data, laboratory and numerical testing of their motion",none,Water,Environment
2017,December,United Kingdom,UHI Millenium Institute,-4.225,57.472,Environmental Pollution,"Microplastic pollution identified in deep-sea water and ingested by benthic invertebrates in the Rockall Trough, North Atlantic Ocean",Multiple,Multiple Animals,Organism
2017,December,Spain,Universidad Cadiz,-6.2977,36.5339,Analytical Methods,A new analytical technique for the extraction and quantification of microplastics in marine sediments focused on easy implementation and repeatability,none,Chemical,Chemical
2017,December,Portugal,Universidade Nova de Lisboa,-9.1603,38.7337,Environmental Pollution,"Plastic and other microfibers in sediments, macroinvertebrates and shorebirds from three intertidal wetlands of southern Europe and west Africa",Multiple,Multiple Animals,Organism
2017,December,Brazil,Universidade de Sao Paulo,-46.7308,-23.5614,Science of the Total Environment,Synthetic fibers as microplastics in the marine Environment: A review from textile perspective with a focus on domestic washings,none,Review,Review
2016,May,United States of America,University of Hawaii,-157.8171,21.2969,Msystems,Diversity and Activity of Communities Inhabiting Plastic Debris in the North Pacific Gyre,Multiple,Multiple Animals,Organism
2017,December,Malaysia,Universiti Malaya,101.6544,3.1201,Environmental Pollution,Screening of Bacillus strains isolated from mangrove ecosystems in Peninsular Malaysia for microplastic degradation,,Bacteria,Organism
2017,December,Slovenia,University of Nova Gorica,13.6395,45.9423,Marine Pollution Bulletin,Microplastics as a vector for the transport of the bacterial fish pathogen species Aeromonas salmonicida,,Bacteria,Organism
2017,December,United Kingdom,University of Warwick,-1.5615,52.3793,Environmental Science and Technology,"Lost, but Found with Nile Red: A Novel Method for Detecting and Quantifying Small Microplastics (1 mm to 20 mu m) in Environmental Samples",none,Chemical,Chemical
2017,February,China,Chinese Academy of Sciences,116.3833,39.916666,Marine Pollution Bulletin,Ingestion of microplastics by natural zooplankton groups in the northern South China Sea,Multiple,Multiple Animals,Organism
2017,December,Netherlands,Wageningen University,5.6658,51.9846,Water Research,Export of microplastics from land to sea. A modelling approach,none,Model,Environment
2017,October,Turkey,Cukurova University,35.3554,37.0597,Su Urunleri Dergisi,High level of micro-plastic pollution in the Iskenderun Bay NE Levantine coast of Turkey,none,Water,Environment
2017,October,Canada,Dalhousie University,-63.5197,44.6366,Annual Review of Environment and Resources,Plastic as a Persistent Marine Pollutant,none,Review,Review
2016,December,Turkey,Istanbul University,28.9618,41.0126,Fresenius Environmental Bulletin,THE POTENTIAL PHYSICAL IMPACTS OF MACRO/MICROPLASTICSON ISTANBUL COASTAL AREA,none,Sediment,Environment
2017,November,Denmark,Roskilde University,12.1408,55.6532,Journal of Toxicology and Environmental Health- Part A- Current Issues,Microplastic potentiates triclosan toxicity to the marine copepod Acartia tonsa (Dana),,Zooplank,Organism
2017,June,Turkey,Sinop University,35.0902,42.0059,Turkish Journal of Fisheries and Aquatic Sciences,Microlitter Pollution in Sea Water: A Preliminary Study from Sinop Sarikum Coast of the Southern Black Sea,none,Water,Environment
2017,May,Italy,University of Siena,11.333,43.3192,Frontiers in Marine Science,"Plastic Debris Occurrence, Convergence Areas and Fin Whales Feeding Ground in the Mediterranean Marine Protected Area Pelagos Sanctuary: A Modeling Approach",none,Model,Environment
2017,March,Australia,CSIRO Australia,142.7028,-20.9176,Frontiers in Marine Science,Using Numerical Model Simulations to Improve the Understanding of Micro-plastic Distribution and Pathways in the Marine Environment,none,Model,Environment
2017,May,United Kingdom,Centre for Environment Fisheries and Aquaculture Science,1.7534,52.4811,Frontiers in Marine Science,Microplastics Baseline Surveys at the Water Surface and in Sediments of the North-East Atlantic,none,Multiple Environments,Environment
2017,December,Australia,CSIRO Australia,142.7028,-20.9176,Frontiers in Marine Science,Microplastic Distribution at Different Sediment Depths in an Urban Estuary,none,Sediment,Environment
2017,November,Germany,Federal Institute for Materials Research and Testing,13.38333,52.52,Environmental Chemistry,Contaminant release from aged microplastic,none,Chemical,Chemical
2017,January,China,Ocean University of China,120.3353,36.0613,Environmental Pollution,Toxic effects of microplastic on marine microalgae Skeletonema costatum: Interactions between microplastic and algae,,Phytoplank,Organism
2017,March,Germany,University of Bayreuth,11.5858,49.9288,Marine Pollution Bulletin,"Spatial and temporal variation of macro-, meso- and microplastic abundance on a remote coral island of the Maldives, Indian Ocean",none,Multiple Environments,Environment
2017,April,Germany,University of Munich,11.5748,48.1505,Environmental Pollution,"Microplastic litter composition of the Turkish territorial waters of the Mediterranean Sea, and its occurrence in the gastrointestinal tract of fish",Multiple,Multiple Animals,Organism
2017,May,Italy,University of Florence,11.2598,43.7776,Chemosphere,"Microplastic in the surface waters of the Ross Sea (Antarctica): Occurrence, distribution and characterization by FTIR",none,Water,Environment
2017,May,Chile,Universidad Catolica del Norte,-70.41,-23.681,Science of the Total Environment,Amberstripe scad Decapterus muroadsi (Carangidae) fish ingest blue microplastics resembling their copepod prey along the coast of Rapa Nui (Easter Island) in the South Pacific subtropical gyre,,Small vert,Organism
2017,September,Indonesia,Universitas Jenderal Soedirman,107.61,-6.8899,Marine Pollution Bulletin,Beach macro-litter monitoring and floating microplastic in a coastal area of Indonesia,none,Multiple Environments,Environment
2017,September,United Kingdom,University of West Scotland,-4.1041,55.7782,Marine Pollution Bulletin,The uptake of macroplastic & microplastic by demersal & pelagic fish in the Northeast Atlantic around Scotland,Multiple,Multiple Animals,Organism
2017,April,United Kingdom,Heriot Watt University,-3.3203,55.9097,Environmental Toxicology and Chemistry,DEVELOPMENT AND OPTIMIZATION OF A STANDARD METHOD FOR EXTRACTION OF MICROPLASTICS IN MUSSELS BY ENZYME DIGESTION OF SOFT TISSUES,none,Chemical,Chemical
2017,October,South Korea,Korea Marine Litter Institute,128.4332,34.8544,Marine Pollution Bulletin,Characteristics of meso-sized plastic marine debris on 20 beaches in Korea,none,Sediment,Environment
2017,November,Netherlands,Wageningen University,5.6658,51.9846,Environmental Research Letters,All is not lost: deriving a top-down mass budget of plastic at sea,none,Model,Environment
2017,November,Turkey,Cukurova University,35.3554,37.0597,Marine Pollution Bulletin,"Fouling assemblage of benthic plastic debris collected from Mersin Bay, NE Levantine coast of Turkey",Multiple,Multiple Animals,Organism
2017,November,United States of America,Duke University,-78.9382,36.0014,Marine Pollution Bulletin,Chemoreception drives plastic consumption in a hard coral,,Invert,Organism
2017,December,China,Chinese Academy of Sciences,116.3833,39.916666,Estuarine Coastal and Shelf Science,Transport of microplastics in coastal seas,none,Model,Environment
2017,October,South Korea,Korea Institute of Ocean Science and Technology,127.363,36.372,Chemosphere,Releasing of hexabromocyclododecanes from expanded polystyrenes in seawater -field and laboratory experiments,none,Chemical,Chemical
2018,January,United Kingdom,Glasgow Caledonian University,-4.25,55.8668,Sustainable Production and Consumption,Occurrence of microplastics and its pollution in the Environment: A review,none,Review,Review
2018,January,Germany,Leibniz Institut Baltic Sea,12.0814,54.1799,Frontiers in Microbiology,Environmental Factors Support the Formation of Specific Bacterial Assemblages on Microplastics,,Bacteria,Organism
2018,January,Canada,Memorial University Newfoundland,-52.7329,47.5738,Environmental Pollution,Microplastic sampling with the AVANI trawl compared to two neuston trawls in the Bay of Bengal and South Pacific,none,Water,Environment
2018,January,Norway,Norwegian Institute for Water Research,5.3221,60.3913,Environmental Pollution,Incidence of marine debris in cetaceans stranded and bycaught in Ireland: Recent findings and a review of historical knowledge,,Review,Review
2018,January,China,Qingdao University,120.4282,36.0688,Marine Pollution Bulletin,Sorption of three synthetic musks by microplastics,none,Chemical,Chemical
2018,January,Russia,Russian Academy of Sciences,37.5778,55.7108,Oceanology,"Microplastics in a Marine Environment: Review of Methods for Sampling, Processing, and Analyzing Microplastics in Water, Bottom Sediments, and Coastal Deposits",none,Review,Review
2018,January,Iran,Shiraz University,52.494,29.646,Environmental Pollution,Investigating a probable relationship between microplastics and potentially toxic elements in fish muscles from northeast of Persian Gulf,Multiple,Multiple Animals,Organism
2018,January,United States of America,Texas A&M University,-96.3568,30.6066,Environmental Management,Are We Underestimating Microplastic Contamination in Aquatic Environments?,none,Review,Review
2018,January,France,Universite de Toulouse,1.4514,43.5949,Marine Pollution Bulletin,Anticyclonic eddies increase accumulation of microplastic in the North Atlantic subtropical gyre,none,Multiple Environments,Environment
2018,January,Germany,University of Hamburg,9.9846,53.5666,Marine Pollution Bulletin,Microplastic in beach sediments of the Isle of Rugen (Baltic Sea) - Implementing a novel glass elutriation column,none,Chemical,Chemical
2018,February,Finland,Finnish Environmental Institute,25.0198,60.2297,Marine Pollution Bulletin,Effective and easy to use extraction method shows low numbers of microplastics in offshore planktivorous fish from the northern Baltic Sea,Multiple,Multiple Animals,Organism
2018,February,China,Hong Kong University of Science and Technology,114.2655,22.3364,Environmental Pollution,Negative effects of microplastic exposure on growth and development of Crepidula onyx,,Invert,Organism
2018,February,Australia,James Cook University,146.7565,-19.3277,Marine Pollution Bulletin,Ingestion of microplastic debris by green sea turtles (Chelonia mydas) in the Great Barrier Reef: Validation of a sequential extraction protocol,,Large vert,Organism
2018,February,Canada,McGill University,-73.5772,45.5048,Environmental Science and Technology,"Microplastics and Nanoplastics in Aquatic Environments: Aggregation, Deposition, and Enhanced Contaminant Transport",none,Chemical,Chemical
2018,February,United States of America,National Institute of Standards and Technology,-77.2014,39.1434,Marine Pollution Bulletin,"Validation of ATR FT-IR to identify polymers of plastic marinedebris, including those ingested by marine organisms",none,Chemical,Chemical
2018,February,China,Ningbo University,121.553888,29.869,Science of the Total Environment,Occurrence and distribution of microplastics at selected coastal sites along the southeastern United States,none,Sediment,Environment
2018,February,Portugal,Universidade do Porto,-8.6157,41.1465,Aquatic Toxicology,"Microplastics cause neurotoxicity, oxidative damage and energy-related changes and interact with the bioaccumulation of mercury in the European seabass, Dicentrarchus labrax (Linnaeus, 1758)",,Small vert,Organism
2018,February,Portugal,Universidade Nova de Lisboa,-9.1603,38.7337,Histochemistry and Cell Biology,Development of a method for the detection of polystyrene microplastics in paraffin-embedded histological sections,none,Chemical,Chemical
2018,February,Malaysia,Universiti Malaya,101.6544,3.1201,Marine Pollution Bulletin,Growth kinetics and biodeterioration of polypropylene microplastics by Bacillus sp and Rhodococcus sp isolated from mangrove sediment,Multiple,Multiple Animals,Organism
